# Void0 Void1 Void2 Void3 Void4 r
1.3203921315009035e-09 9.6758570437448e-10 1.1311759156108705e-09 1.0442596896359362e-09 1.1288907941767877e-09 18020.0
1.3249328507334195e-09 9.726089771591193e-10 1.1370214105545627e-09 1.0500791161603556e-09 1.1334743906627267e-09 18094.0
1.328356153295043e-09 9.807187941913015e-10 1.1418161203777334e-09 1.0574052623660587e-09 1.1372372294950246e-09 18168.0
1.332038156084713e-09 9.857043021255842e-10 1.14740543484858e-09 1.0628771608953526e-09 1.1430393862637461e-09 18242.0
1.3362399745903702e-09 9.926109841200574e-10 1.1534089896121024e-09 1.0680360514617828e-09 1.1486682074298816e-09 18316.0
1.3396743454795865e-09 9.98142808658082e-10 1.1612686517285151e-09 1.07231535015304e-09 1.1539358590651937e-09 18390.0
1.3437326629926736e-09 1.003826145192325e-09 1.1675016975088638e-09 1.0770344455332103e-09 1.160446389807618e-09 18464.0
1.3493655662267124e-09 1.0101408421782172e-09 1.176323852500947e-09 1.0806767973941346e-09 1.166504288066e-09 18538.0
1.3558856940279045e-09 1.017284609670395e-09 1.185122312208756e-09 1.083575317424955e-09 1.1735677307453912e-09 18612.0
1.3595998991260598e-09 1.0227739551242226e-09 1.1946269139500188e-09 1.0878775355652556e-09 1.177426979825631e-09 18686.0
1.3624856387968788e-09 1.026882009651954e-09 1.2040865121099422e-09 1.09259233229811e-09 1.1835452554984857e-09 18760.0
1.3657142412013474e-09 1.0352309086080189e-09 1.2132494529626602e-09 1.0950946030055343e-09 1.187338301656273e-09 18834.0
1.369025143000498e-09 1.0437143360386418e-09 1.2237479064061315e-09 1.0984273045493818e-09 1.1907576465035938e-09 18908.0
1.3718904541965617e-09 1.0510332817063435e-09 1.235148255889067e-09 1.1026650691193598e-09 1.1950716555170974e-09 18982.0
1.373737733782486e-09 1.0578122147180488e-09 1.2474848423171326e-09 1.1070159925889408e-09 1.1991781880259343e-09 19056.0
1.3760675980069954e-09 1.0624645652245254e-09 1.257822713324361e-09 1.1108607265642017e-09 1.202025588622662e-09 19130.0
1.3791995400032433e-09 1.0683318069704907e-09 1.2690928253209995e-09 1.1150243360075109e-09 1.2073980035608936e-09 19204.0
1.3813052547437962e-09 1.0737375507283916e-09 1.2793270150334117e-09 1.1185946457121095e-09 1.2130078329995341e-09 19278.0
1.383439951845374e-09 1.0784651082029512e-09 1.288359753211688e-09 1.1244238320747433e-09 1.2180214912286942e-09 19352.0
1.3868718738169536e-09 1.0829918667078634e-09 1.30046312152752e-09 1.1287530038984604e-09 1.2244442644436382e-09 19426.0
1.3920710852568449e-09 1.0882891089363094e-09 1.3101523500692848e-09 1.1334345754193908e-09 1.2310672818221747e-09 19500.0
1.395601635750389e-09 1.093787977868427e-09 1.320084547512413e-09 1.1401106437142346e-09 1.236799259641188e-09 19574.0
1.400004913628076e-09 1.099700318327079e-09 1.3299023629220677e-09 1.1467291511761031e-09 1.2438087499086266e-09 19648.0
1.4031648185127116e-09 1.1045475902167342e-09 1.3406649858653984e-09 1.151515840946214e-09 1.2490628905063134e-09 19722.0
1.4048137134038708e-09 1.1098102202179952e-09 1.3513222088491446e-09 1.156992312555392e-09 1.2524644915707897e-09 19796.0
1.4071617264215726e-09 1.1158684446311353e-09 1.3624222922734228e-09 1.1613687535096958e-09 1.2563867898433858e-09 19870.0
1.4105459270039536e-09 1.1236572704896002e-09 1.3722920996403632e-09 1.1654023991704026e-09 1.2593665604836433e-09 19944.0
1.4139189583959966e-09 1.1309149069375806e-09 1.382011055244606e-09 1.1715141419175216e-09 1.2637851305082968e-09 20018.0
1.418310243738201e-09 1.1392757114455045e-09 1.3922583858334604e-09 1.1773673545288203e-09 1.2672683421458574e-09 20092.0
1.4209191902786614e-09 1.1464303853212345e-09 1.401965837284677e-09 1.1830269517013243e-09 1.2710392191372916e-09 20166.0
1.4237896958725497e-09 1.153769552312221e-09 1.4097660411947337e-09 1.1890158630425017e-09 1.2752311035052962e-09 20240.0
1.4263994994928905e-09 1.1582660153030727e-09 1.4171427136036094e-09 1.1923594697937474e-09 1.279230845062384e-09 20314.0
1.4312634311699844e-09 1.1627148892639121e-09 1.42452999626487e-09 1.1963257170538768e-09 1.2833532501998964e-09 20388.0
1.4340155723480997e-09 1.1682589550845838e-09 1.4313680389336665e-09 1.1997785371027293e-09 1.2870914022334546e-09 20462.0
1.4363767514234876e-09 1.1741446747366001e-09 1.4399330947679587e-09 1.2041668290166695e-09 1.2907320856185227e-09 20536.0
1.4394767021288443e-09 1.1793776265485638e-09 1.4462948597145703e-09 1.208422977863757e-09 1.2942499455528776e-09 20610.0
1.4427781454379332e-09 1.1851372636863001e-09 1.4527341078807388e-09 1.2139798757496047e-09 1.298376218625205e-09 20684.0
1.4467006357371522e-09 1.1896968583901163e-09 1.4584190256681189e-09 1.2199137545219033e-09 1.3021293376366593e-09 20758.0
1.449453789551782e-09 1.194809665891299e-09 1.4645338346264694e-09 1.226659988763581e-09 1.3067611738976035e-09 20832.0
1.4499237274470129e-09 1.1989412194790099e-09 1.4706451359653498e-09 1.2324926552136185e-09 1.3110406426109966e-09 20906.0
1.4507413159707739e-09 1.2039568020440744e-09 1.4759497917254656e-09 1.238473022692806e-09 1.3157273053133381e-09 20980.0
1.4527649407588496e-09 1.2068596716683332e-09 1.4796528348302324e-09 1.2457972309229905e-09 1.320883785727471e-09 21054.0
1.4522601332210883e-09 1.2109804544906302e-09 1.4846130268752197e-09 1.2522696325421858e-09 1.3245446805723461e-09 21128.0
1.4530879490969193e-09 1.2150275270597152e-09 1.4877586450981283e-09 1.2594681446219587e-09 1.3283335660867881e-09 21202.0
1.453520797931463e-09 1.217935995387755e-09 1.4913016291507213e-09 1.2651124532684954e-09 1.331724719335521e-09 21276.0
1.4541346920450699e-09 1.2229294595058391e-09 1.4946397683313887e-09 1.2704020958559464e-09 1.335538968987489e-09 21350.0
1.4541951615178563e-09 1.2268830814048166e-09 1.4978996845047685e-09 1.2752251398864513e-09 1.3412675301777851e-09 21424.0
1.4541753853165443e-09 1.2292989392744347e-09 1.501635417474395e-09 1.2805798044009428e-09 1.346567271897377e-09 21498.0
1.4541726033351576e-09 1.2322924211903827e-09 1.5038096426894448e-09 1.2846170434133975e-09 1.3501417407881273e-09 21572.0
1.455410071631843e-09 1.2362922884252245e-09 1.5060934179193215e-09 1.2902713469654883e-09 1.3540669198586917e-09 21646.0
1.4559621617154552e-09 1.238796964513118e-09 1.5083194791096238e-09 1.295115449667415e-09 1.3580514150798092e-09 21720.0
1.4569793079166938e-09 1.2416498980906648e-09 1.5117111726893124e-09 1.2994954593421302e-09 1.3629918030922435e-09 21794.0
1.4591775347609417e-09 1.2457529572959072e-09 1.5143373314185716e-09 1.304976679369538e-09 1.3680131854008773e-09 21868.0
1.4609837132939176e-09 1.2497340069350196e-09 1.5156776567397863e-09 1.310123352756243e-09 1.3724337668389949e-09 21942.0
1.462744491747749e-09 1.2524993024034191e-09 1.5177389235247377e-09 1.3158614792921222e-09 1.3765611918270978e-09 22016.0
1.464305494922053e-09 1.255191772677928e-09 1.5203881074336647e-09 1.3222605525693813e-09 1.380691015367814e-09 22090.0
1.464970319251708e-09 1.2591503989365235e-09 1.5215675080790563e-09 1.328071346043984e-09 1.3854141003188836e-09 22164.0
1.4671314949866965e-09 1.2633161930402774e-09 1.5232740568564706e-09 1.3343736582374047e-09 1.3885840128347852e-09 22238.0
1.4694543564342766e-09 1.2666931706430659e-09 1.5258354218779685e-09 1.3419467391212836e-09 1.3933194979510295e-09 22312.0
1.4711246363264272e-09 1.270878532177429e-09 1.5270760666386512e-09 1.3491552003738383e-09 1.3969341889820328e-09 22386.0
1.4740995458730414e-09 1.2748359645287747e-09 1.5279192568241048e-09 1.3558184035205277e-09 1.40097722911494e-09 22460.0
1.4768585440927738e-09 1.2781120566814843e-09 1.5287934529816663e-09 1.3631192157065335e-09 1.404329117295751e-09 22534.0
1.4794277512823606e-09 1.2821720952135828e-09 1.530978276252676e-09 1.3715952102723102e-09 1.4072983393900276e-09 22608.0
1.4838988033286027e-09 1.2859078658872239e-09 1.531570487139537e-09 1.3786528198421447e-09 1.4102225228980556e-09 22682.0
1.4879259319249073e-09 1.2899964073058488e-09 1.5322164366661565e-09 1.3860942407860612e-09 1.413831523947438e-09 22756.0
1.4916212241582714e-09 1.2937844279058595e-09 1.5327134917774337e-09 1.3934652802164053e-09 1.416619809919781e-09 22830.0
1.494715054164584e-09 1.2981340535151698e-09 1.5339795904309584e-09 1.4012034612144027e-09 1.4196832277770182e-09 22904.0
1.4974599663879481e-09 1.302516431147663e-09 1.5362479441750067e-09 1.409021015512737e-09 1.4210254124940184e-09 22978.0
1.4997092185234076e-09 1.3060719783026026e-09 1.5380663487453042e-09 1.4173232482754616e-09 1.4233652759018783e-09 23052.0
1.5024800448385638e-09 1.3107730654687363e-09 1.5401226397203646e-09 1.4245309175910195e-09 1.4248783876976207e-09 23126.0
1.5040551590757005e-09 1.314807870389102e-09 1.5434036052382608e-09 1.4320501793632608e-09 1.4268113677750482e-09 23200.0
1.505149645285413e-09 1.3179859780522699e-09 1.5466616111434569e-09 1.4407606471479357e-09 1.4300607106927375e-09 23274.0
1.5066957630638029e-09 1.3217939299626226e-09 1.5497838741151787e-09 1.4497639315266128e-09 1.4323748679895535e-09 23348.0
1.5097021940519177e-09 1.3253397382754388e-09 1.5529777594120687e-09 1.4580836794231071e-09 1.4346713941702988e-09 23422.0
1.5114766286952642e-09 1.3294029443501321e-09 1.556129960500894e-09 1.4653323983421256e-09 1.4365451720667732e-09 23496.0
1.512964626620894e-09 1.3328194012477295e-09 1.5605171314562394e-09 1.4716114514036534e-09 1.4389920376189782e-09 23570.0
1.515600591002048e-09 1.3350644334596745e-09 1.5651825572305437e-09 1.478554101845529e-09 1.4414714873948542e-09 23644.0
1.5186002976811652e-09 1.3363668304317959e-09 1.5691511171017729e-09 1.4848520338131064e-09 1.4430514270284906e-09 23718.0
1.5219528646816338e-09 1.337851381900583e-09 1.5727602647442714e-09 1.490911776925291e-09 1.444589468354575e-09 23792.0
1.526139456786708e-09 1.3392315448581037e-09 1.5762824833377477e-09 1.4964224687221337e-09 1.4452783379632448e-09 23866.0
1.5297266284703815e-09 1.3401617060993887e-09 1.5793364681692707e-09 1.5012936302003059e-09 1.4472987748563377e-09 23940.0
1.5330403018561625e-09 1.3403090287660034e-09 1.5830376801513107e-09 1.5066968556372018e-09 1.4492515920236039e-09 24014.0
1.5359334045375066e-09 1.340873363983497e-09 1.586855024722418e-09 1.5117110437786324e-09 1.4510355674630318e-09 24088.0
1.538518226439082e-09 1.3408613121896886e-09 1.590225870987112e-09 1.5164472711229997e-09 1.4541611395561417e-09 24162.0
1.541272056034399e-09 1.3408585559679028e-09 1.5924403898170667e-09 1.5209623699607148e-09 1.4573667220735052e-09 24236.0
1.5441563505246547e-09 1.3399838462731464e-09 1.5949086562371817e-09 1.5257432677710595e-09 1.4606826008213072e-09 24310.0
1.5476279326386576e-09 1.3396275025819559e-09 1.5969314943194245e-09 1.5304523765821981e-09 1.4645825546974062e-09 24384.0
1.5502341061214047e-09 1.3402975617867077e-09 1.5995483880475185e-09 1.5337524963446427e-09 1.4682666547266762e-09 24458.0
1.5532426563516647e-09 1.3403004460566234e-09 1.601060860774693e-09 1.5385430459963948e-09 1.470737252575442e-09 24532.0
1.5556805056812856e-09 1.3402307589068743e-09 1.6010012349194615e-09 1.5421227486319588e-09 1.4740455004693806e-09 24606.0
1.558070496981732e-09 1.3408684530409538e-09 1.6011583256751607e-09 1.5446661005876097e-09 1.4771835410157783e-09 24680.0
1.560680853576465e-09 1.3416906694607525e-09 1.6017306918696999e-09 1.5473963200183783e-09 1.479588534984921e-09 24754.0
1.5637858467847396e-09 1.34223976871564e-09 1.6018177675235415e-09 1.5503077583850985e-09 1.482761319993379e-09 24828.0
1.56562453701664e-09 1.3431102096044214e-09 1.6018186754596642e-09 1.5535340559135026e-09 1.486062368529753e-09 24902.0
1.568267945243982e-09 1.3433277436802254e-09 1.6007547105083163e-09 1.557617802857797e-09 1.4882156519699808e-09 24976.0
1.5711170442154699e-09 1.3438965902227258e-09 1.6011599625308206e-09 1.5604546940347942e-09 1.4903140485442534e-09 25050.0
1.5730065326890653e-09 1.344551293388522e-09 1.6005566538040567e-09 1.563988760804978e-09 1.4929606343456722e-09 25124.0
1.57521450796458e-09 1.3437821301318529e-09 1.6000007082083197e-09 1.5667534751300223e-09 1.4964239376533542e-09 25198.0
1.5764895667322221e-09 1.3433272642110873e-09 1.5999344851802332e-09 1.5699811982040676e-09 1.4992618574470072e-09 25272.0
1.5790989514410261e-09 1.3435742666152461e-09 1.5990400316479028e-09 1.5723395117532538e-09 1.502149841936843e-09 25346.0
1.5808271446839585e-09 1.343647113726604e-09 1.59871957133603e-09 1.5755219166352125e-09 1.5046208141097822e-09 25420.0
1.582128735075812e-09 1.3424262321003173e-09 1.598799557144978e-09 1.5780799010209842e-09 1.5070596054471556e-09 25494.0
1.5829571781859029e-09 1.3420161861208628e-09 1.5983266652301278e-09 1.5815859228362323e-09 1.5092950548707848e-09 25568.0
1.5837066418487322e-09 1.3413764013963196e-09 1.5979663597319541e-09 1.5844713139099972e-09 1.5103264451547333e-09 25642.0
1.584954402812721e-09 1.340947879501727e-09 1.5980525033966435e-09 1.5875234836346479e-09 1.5125147468501912e-09 25716.0
1.5866455395077046e-09 1.3403353751831739e-09 1.598434244326763e-09 1.5909323412600896e-09 1.5139369279672543e-09 25790.0
1.5881059062941707e-09 1.340178243823823e-09 1.598193017178894e-09 1.5948674443701137e-09 1.5146397252404537e-09 25864.0
1.5890673184415022e-09 1.3403689593111642e-09 1.5979191084270523e-09 1.5978233394473014e-09 1.5145043270639941e-09 25938.0
1.5891893980758739e-09 1.3404372732675826e-09 1.598874697296788e-09 1.6005296083681486e-09 1.515790022607575e-09 26012.0
1.5899322787241673e-09 1.3400767472525113e-09 1.5989032449453867e-09 1.6029247125617955e-09 1.515918444967989e-09 26086.0
1.5898263525781894e-09 1.3394981154227782e-09 1.5992148283630388e-09 1.6059094517209856e-09 1.514758554008704e-09 26160.0
1.5908630695652002e-09 1.3396456292200857e-09 1.5998681794122906e-09 1.608595598647356e-09 1.5147229484204918e-09 26234.0
1.5907187707324936e-09 1.3398190313887391e-09 1.600710179218511e-09 1.6122881499444338e-09 1.5149833699250973e-09 26308.0
1.590944071421551e-09 1.3402385068613534e-09 1.6016837662834287e-09 1.6151798961461754e-09 1.515038092482518e-09 26382.0
1.5915037177559708e-09 1.3405882398097394e-09 1.6033268251644643e-09 1.6178833009160339e-09 1.5154077745444883e-09 26456.0
1.5916475329297947e-09 1.3413939549494845e-09 1.6059546781686426e-09 1.6214764604027454e-09 1.5157774705103822e-09 26530.0
1.5913095397335601e-09 1.3431892546210465e-09 1.6069810953776435e-09 1.6252772562145467e-09 1.515728517731634e-09 26604.0
1.591255951592595e-09 1.3440128181826244e-09 1.6082434648528742e-09 1.6282110230004119e-09 1.5157992032025613e-09 26678.0
1.5909807529493431e-09 1.3456216802132749e-09 1.610084742552497e-09 1.6308597077475717e-09 1.5163355298654792e-09 26752.0
1.5901676943593082e-09 1.345510338315179e-09 1.6120450063363626e-09 1.6343675321241427e-09 1.517115528249382e-09 26826.0
1.5903262571308743e-09 1.3460144847722631e-09 1.6138265009101354e-09 1.6376211109997836e-09 1.5180715931936998e-09 26900.0
1.5898145383694474e-09 1.3470944829407632e-09 1.6144356676325985e-09 1.6406016997694751e-09 1.5194788815514926e-09 26974.0
1.5895053974301459e-09 1.348494658357964e-09 1.6156020248136624e-09 1.6436290545926312e-09 1.520686552032282e-09 27048.0
1.5892142498872717e-09 1.349417070914409e-09 1.6161987620178073e-09 1.6464142356894716e-09 1.5223333459859128e-09 27122.0
1.5883351809575651e-09 1.349588181869519e-09 1.6165717760771505e-09 1.6495085358320265e-09 1.523731655427551e-09 27196.0
1.5866939950334364e-09 1.3500620081204463e-09 1.6176562898384694e-09 1.6518207687450116e-09 1.5246752235380318e-09 27270.0
1.5851031956187486e-09 1.3509010776784827e-09 1.6171343289210097e-09 1.6550742312538739e-09 1.5262840857232002e-09 27344.0
1.58366583726572e-09 1.3521426533211666e-09 1.6171062731296347e-09 1.6577050703942763e-09 1.5276962542749214e-09 27418.0
1.582079498528998e-09 1.3537422734192128e-09 1.6174107000190896e-09 1.6602447550288657e-09 1.528594378874892e-09 27492.0
1.581567307342678e-09 1.3550185384397174e-09 1.6170250333605432e-09 1.6634129937889304e-09 1.5295603630098203e-09 27566.0
1.5794125884554985e-09 1.356612006697484e-09 1.6174580546899306e-09 1.6665723207589864e-09 1.5312141270714319e-09 27640.0
1.5781333091859555e-09 1.3583128712005567e-09 1.6172992344599497e-09 1.669643843066402e-09 1.5323387865932526e-09 27714.0
1.5764847193283073e-09 1.3600848286804973e-09 1.617118808517767e-09 1.6721506281045874e-09 1.5328798465097167e-09 27788.0
1.5749171324341913e-09 1.3613187203951246e-09 1.6168619397179727e-09 1.6757502415229658e-09 1.5336787640099262e-09 27862.0
1.574260901072082e-09 1.3619722127847742e-09 1.6169792634474451e-09 1.678226072154291e-09 1.5352657489524542e-09 27936.0
1.5738751830055403e-09 1.3623195024735676e-09 1.616255849043399e-09 1.6806253559068477e-09 1.536090010875401e-09 28010.0
1.5734409151841349e-09 1.3633592136075327e-09 1.6157892300727743e-09 1.6830140811698585e-09 1.537074609652379e-09 28084.0
1.5727452465964253e-09 1.3642514097066462e-09 1.6148888692656883e-09 1.6850284331042307e-09 1.5382154933360726e-09 28158.0
1.5725581144425015e-09 1.3650311155726252e-09 1.6141059532755503e-09 1.6860295486405244e-09 1.5384689402416368e-09 28232.0
1.572762233308468e-09 1.3658691437843216e-09 1.6130165924384333e-09 1.6878198026836039e-09 1.5392239518785336e-09 28306.0
1.5727842904570325e-09 1.3667952227907383e-09 1.6122127830257507e-09 1.6896806318687133e-09 1.5394032408544834e-09 28380.0
1.5729703362364925e-09 1.3673821536439613e-09 1.611418373206867e-09 1.6911021889117752e-09 1.539994149271605e-09 28454.0
1.5731621409578627e-09 1.3680797440426562e-09 1.6110649545874983e-09 1.6913847802144877e-09 1.540678421951889e-09 28528.0
1.5734512147892413e-09 1.3693953763574272e-09 1.6113870919475734e-09 1.6920441949428977e-09 1.5407802415076437e-09 28602.0
1.5743008468057e-09 1.3692794816866897e-09 1.6111236964322603e-09 1.6928285071241327e-09 1.541325311685077e-09 28676.0
1.5751352833330985e-09 1.3698243801146886e-09 1.6112927476452467e-09 1.6933126250123978e-09 1.5412684280410033e-09 28750.0
1.5757552273179814e-09 1.3707256056235513e-09 1.6111862919636103e-09 1.6941312716630004e-09 1.5411715572966851e-09 28824.0
1.5763928907387085e-09 1.371242685992726e-09 1.610335618832621e-09 1.6950885630414668e-09 1.5418763712634357e-09 28898.0
1.5766156742358158e-09 1.3713743698018423e-09 1.6095528490361592e-09 1.6958374479393542e-09 1.5423826105908686e-09 28972.0
1.5770466132386328e-09 1.371986614872959e-09 1.6086025489430427e-09 1.6971131003090703e-09 1.5426945819654778e-09 29046.0
1.5780481773068566e-09 1.3717920779637295e-09 1.608261945199196e-09 1.6982071236639738e-09 1.543773679009787e-09 29120.0
1.5785805052674794e-09 1.3716724696755274e-09 1.6076055844580588e-09 1.7001020351678722e-09 1.5449306035414093e-09 29194.0
1.5791110587620826e-09 1.3725210906028631e-09 1.6072690000318134e-09 1.7011891132355186e-09 1.5458776414366308e-09 29268.0
1.5794223014577348e-09 1.373465346049365e-09 1.6064793731474591e-09 1.7014484662002151e-09 1.546288493094419e-09 29342.0
1.5797816000872506e-09 1.3742027061211379e-09 1.6060909712696097e-09 1.7027650136141996e-09 1.5461843923955536e-09 29416.0
1.580606593080596e-09 1.3750261745616236e-09 1.6047076483036362e-09 1.7028712741541418e-09 1.5467403748876952e-09 29490.0
1.5805099720809217e-09 1.3758966469996417e-09 1.6043750591704616e-09 1.7027827411645334e-09 1.5469805872385139e-09 29564.0
1.5817863791880538e-09 1.3768128492786011e-09 1.6033456476569657e-09 1.7027512070797676e-09 1.5472603707722927e-09 29638.0
1.5821750107052957e-09 1.3779737763590512e-09 1.6028545384269211e-09 1.7022291351103308e-09 1.547824421963476e-09 29712.0
1.582481359681928e-09 1.3793376046292185e-09 1.6031516839530565e-09 1.7014712377304574e-09 1.5477808721271179e-09 29786.0
1.583523087463197e-09 1.3805498438778894e-09 1.602695024498116e-09 1.7007516809419126e-09 1.5478335133757428e-09 29860.0
1.5843134986533828e-09 1.3813999627180971e-09 1.6024535077000168e-09 1.699713507136998e-09 1.5481580929873247e-09 29934.0
1.5853438372260113e-09 1.3826467139577573e-09 1.6027315078123563e-09 1.6991235231055586e-09 1.5482360036575925e-09 30008.0
1.5867050485447545e-09 1.383500578224659e-09 1.6025351766814731e-09 1.6980772353636966e-09 1.5476077016009916e-09 30082.0
1.5878063059817491e-09 1.3850755840656098e-09 1.601744206346233e-09 1.697106954998674e-09 1.5466803588725533e-09 30156.0
1.5892147647485567e-09 1.3866988790685888e-09 1.6013480882739758e-09 1.6966257890344797e-09 1.5465493671381613e-09 30230.0
1.5904172831956389e-09 1.3880945930312496e-09 1.6020415727636827e-09 1.6958337187765417e-09 1.5463822438209011e-09 30304.0
1.5922867370824743e-09 1.3897017400149347e-09 1.6021570923709087e-09 1.694447895011775e-09 1.5455068737525604e-09 30378.0
1.5937261562439803e-09 1.3912787182437767e-09 1.6018592237857907e-09 1.693800086069772e-09 1.544209132759173e-09 30452.0
1.5955083298675363e-09 1.3929853630095477e-09 1.6021723678155364e-09 1.6926656387920319e-09 1.5430772907476916e-09 30526.0
1.596858962528094e-09 1.394610269103459e-09 1.601508357779235e-09 1.6917132914510143e-09 1.542366050444828e-09 30600.0
1.5972411232704194e-09 1.3961218231063816e-09 1.6003266124721298e-09 1.6905585594218818e-09 1.541751950173707e-09 30674.0
1.5979155539379511e-09 1.3974072137978732e-09 1.5999111929571622e-09 1.6891400733840287e-09 1.5416270360874457e-09 30748.0
1.5980441255319062e-09 1.3986830351296988e-09 1.5994954475265727e-09 1.6883522289753175e-09 1.5412550373698115e-09 30822.0
1.5992411949780925e-09 1.4000140057495834e-09 1.5986421615376428e-09 1.687728148188317e-09 1.5405682979999838e-09 30896.0
1.6002941956002496e-09 1.4018970009641044e-09 1.5976981942282635e-09 1.687119591332649e-09 1.5406584984481249e-09 30970.0
1.6010942414655504e-09 1.4038571269571747e-09 1.5964819077605765e-09 1.6859994847543442e-09 1.5401364262885678e-09 31044.0
1.6015989596264945e-09 1.4054091283753071e-09 1.5958468468129753e-09 1.6847589817899894e-09 1.5398469385954083e-09 31118.0
1.602553907662995e-09 1.4077099358547703e-09 1.5947579460971862e-09 1.6837074288667112e-09 1.539250070407634e-09 31192.0
1.6029026606136286e-09 1.409845099287541e-09 1.5938731032057568e-09 1.68307513226968e-09 1.5387193792810317e-09 31266.0
1.6034644552830228e-09 1.411934126695287e-09 1.5942815474454895e-09 1.6825817212042009e-09 1.5388661112130793e-09 31340.0
1.6038880732417469e-09 1.4141008891744023e-09 1.5938996794040849e-09 1.6820316601891315e-09 1.5392677087916135e-09 31414.0
1.604742126402189e-09 1.416947540953399e-09 1.5932869472751312e-09 1.6812731228665385e-09 1.5382363234195305e-09 31488.0
1.6056605011785018e-09 1.4195862138227785e-09 1.592121613018728e-09 1.6800826228015765e-09 1.5383001664250791e-09 31562.0
1.6065963985691083e-09 1.421960566494684e-09 1.59098073277803e-09 1.6794795591372214e-09 1.5377773827916235e-09 31636.0
1.6077738639233304e-09 1.4246148708749506e-09 1.5898113741709365e-09 1.6784482869215995e-09 1.5373315531311156e-09 31710.0
1.6088456099638915e-09 1.42728269974752e-09 1.5884356755462682e-09 1.6779568450865899e-09 1.536916391182075e-09 31784.0
1.6099243611068886e-09 1.4299781741479087e-09 1.5869613049564464e-09 1.6771522152064953e-09 1.536981585637365e-09 31858.0
1.6103718290314964e-09 1.4330449780803358e-09 1.5852583463773562e-09 1.6759088532541838e-09 1.536578518248645e-09 31932.0
1.610230023677487e-09 1.435914349827507e-09 1.5839359471382716e-09 1.6757067160731185e-09 1.536583308053664e-09 32006.0
1.6105595403390401e-09 1.4391395657355642e-09 1.5827331719663688e-09 1.6746440716588463e-09 1.5368428045825402e-09 32080.0
1.6107472825435296e-09 1.4425118102695228e-09 1.5810802145010162e-09 1.6736650223451423e-09 1.5372223630036474e-09 32154.0
1.611259619139371e-09 1.4455925772543564e-09 1.5804983847821268e-09 1.6726109147435942e-09 1.5380117923717157e-09 32228.0
1.6113318251066606e-09 1.4483874411098187e-09 1.580214859409472e-09 1.6718232630884477e-09 1.5389758486448392e-09 32302.0
1.6113034081744005e-09 1.450543100272925e-09 1.5797028785448963e-09 1.6707478595032764e-09 1.540392157358416e-09 32376.0
1.6110854787215876e-09 1.4523727138687993e-09 1.5788552452180697e-09 1.6696909846022527e-09 1.5420626136053393e-09 32450.0
1.6110218204418653e-09 1.4540422432431288e-09 1.5781228647571685e-09 1.6683816111378584e-09 1.543731971617882e-09 32524.0
1.6111574402386412e-09 1.4561611846464676e-09 1.5771242902491283e-09 1.6667145933503184e-09 1.5455447249895197e-09 32598.0
1.6107967965867443e-09 1.4583847195315842e-09 1.5760360273396703e-09 1.6650463232277569e-09 1.5472238812662291e-09 32672.0
1.6110240879337664e-09 1.4602548932162282e-09 1.5752270277223645e-09 1.6636624241458603e-09 1.5490302427281515e-09 32746.0
1.6114356481700234e-09 1.4622647856970953e-09 1.5744620200275417e-09 1.6619223776664973e-09 1.5512783733767397e-09 32820.0
1.6117660237748182e-09 1.4637137041358971e-09 1.573485188862743e-09 1.6603767142615553e-09 1.553576739937031e-09 32894.0
1.6115303326007894e-09 1.4657453220679632e-09 1.5727404998087728e-09 1.6590082351215572e-09 1.5561039122990398e-09 32968.0
1.6114016172674661e-09 1.4675667715467515e-09 1.5722365019193852e-09 1.6578067860442054e-09 1.5583453939241804e-09 33042.0
1.6119627034396254e-09 1.4690307947358491e-09 1.5719091634620643e-09 1.656591537003988e-09 1.5599253125874387e-09 33116.0
1.6122397999374727e-09 1.470601375689815e-09 1.5718528351146539e-09 1.6552191051054265e-09 1.5616663088214289e-09 33190.0
1.6122059921902922e-09 1.472062109302616e-09 1.5718285196837763e-09 1.6535629021825083e-09 1.5632341179052808e-09 33264.0
1.6125245580351927e-09 1.4734278363116515e-09 1.5716615133265259e-09 1.6520989542194611e-09 1.565231157189779e-09 33338.0
1.6118186744589314e-09 1.4746234154823874e-09 1.5713801558578675e-09 1.650196223925848e-09 1.5670790028822559e-09 33412.0
1.6112848040175105e-09 1.4759572012382845e-09 1.5713554042123263e-09 1.6483530207156353e-09 1.56879941397002e-09 33486.0
1.611115301164968e-09 1.477072549509293e-09 1.571001008649409e-09 1.646587174376648e-09 1.5705336086106512e-09 33560.0
1.6107946660003484e-09 1.4786574993597754e-09 1.5708190789037582e-09 1.6448595635591912e-09 1.572161847015306e-09 33634.0
1.610506558585376e-09 1.4796553940532969e-09 1.5702887749744302e-09 1.642888980448188e-09 1.5732122313466455e-09 33708.0
1.6099468321629526e-09 1.480894963455091e-09 1.5702962028281906e-09 1.6415533934818069e-09 1.573807354918275e-09 33782.0
1.6088315986203999e-09 1.4822913095650414e-09 1.5695142284345476e-09 1.6398929977861592e-09 1.5752540354105138e-09 33856.0
1.6080212296124453e-09 1.4838900582957263e-09 1.5688811005571885e-09 1.637865272425815e-09 1.5762825209641085e-09 33930.0
1.6072061617679554e-09 1.4851952108305782e-09 1.5679445509009762e-09 1.6365703977952847e-09 1.5777144135494402e-09 34004.0
1.6069173198593244e-09 1.486996496202887e-09 1.5677601154549814e-09 1.6348901987413055e-09 1.5786669442275978e-09 34078.0
